Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/LoginFail_Pwd,Windows - Chrome 122.0.0.0,,,11-04-2024 09:51:43,11-04-2024 09:52:17,"34,419s",PASSED
"openBrowser("""")",Windows - Chrome 122.0.0.0,,,11-04-2024 09:51:43,11-04-2024 09:52:02,"19,349s",PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Windows - Chrome 122.0.0.0,,,11-04-2024 09:52:02,11-04-2024 09:52:03,"0,760s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Make Appointment""))",Windows - Chrome 122.0.0.0,,,11-04-2024 09:52:03,11-04-2024 09:52:05,"1,770s",PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Windows - Chrome 122.0.0.0,,,11-04-2024 09:52:05,11-04-2024 09:52:08,"3,525s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""), ""b/98lgFmTtuLvynNFOQHnA=="")",Windows - Chrome 122.0.0.0,,,11-04-2024 09:52:08,11-04-2024 09:52:10,"2,201s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login""))",Windows - Chrome 122.0.0.0,,,11-04-2024 09:52:10,11-04-2024 09:52:12,"1,876s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/div_Login                Please login to ma_d0c010""))",Windows - Chrome 122.0.0.0,,,11-04-2024 09:52:12,11-04-2024 09:52:14,"1,555s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Login failed Please ensure the username a_eb55b5""))",Windows - Chrome 122.0.0.0,,,11-04-2024 09:52:14,11-04-2024 09:52:16,"2,222s",PASSED
closeBrowser(),Windows - Chrome 122.0.0.0,,,11-04-2024 09:52:16,11-04-2024 09:52:17,"1,060s",PASSED
,,,,,,,
Test Cases/LoginFail_User,Windows - Chrome 122.0.0.0,,,11-04-2024 09:52:17,11-04-2024 09:52:54,"37,059s",PASSED
"openBrowser("""")",Windows - Chrome 122.0.0.0,,,11-04-2024 09:52:17,11-04-2024 09:52:38,"20,624s",PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Windows - Chrome 122.0.0.0,,,11-04-2024 09:52:38,11-04-2024 09:52:39,"1,436s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Make Appointment""))",Windows - Chrome 122.0.0.0,,,11-04-2024 09:52:39,11-04-2024 09:52:41,"1,782s",PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username""), ""mmo"")",Windows - Chrome 122.0.0.0,,,11-04-2024 09:52:41,11-04-2024 09:52:45,"4,030s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Windows - Chrome 122.0.0.0,,,11-04-2024 09:52:45,11-04-2024 09:52:48,"2,938s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login""))",Windows - Chrome 122.0.0.0,,,11-04-2024 09:52:48,11-04-2024 09:52:50,"1,627s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Login failed Please ensure the username a_eb55b5""))",Windows - Chrome 122.0.0.0,,,11-04-2024 09:52:50,11-04-2024 09:52:51,"1,575s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Login failed Please ensure the username a_eb55b5""))",Windows - Chrome 122.0.0.0,,,11-04-2024 09:52:51,11-04-2024 09:52:53,"1,924s",PASSED
closeBrowser(),Windows - Chrome 122.0.0.0,,,11-04-2024 09:52:53,11-04-2024 09:52:54,"1,016s",PASSED
