Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/div_Login                Please login to ma_d0c010""))",Windows - Chrome 122.0.0.0,,,10-05-2024 17:41:58,10-05-2024 17:41:59,"1,286s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Login failed Please ensure the username a_eb55b5""))",Windows - Chrome 122.0.0.0,,,10-05-2024 17:41:59,10-05-2024 17:42:01,"1,467s",PASSED
closeBrowser(),Windows - Chrome 122.0.0.0,,,10-05-2024 17:42:01,10-05-2024 17:42:02,"1,422s",PASSED
,,,,,,,
Test Cases/Web_tests/LoginFail_User,Windows - Chrome 122.0.0.0,,,10-05-2024 17:42:02,10-05-2024 17:43:17,"1m - 14,696s",PASSED
"openBrowser("""")",Windows - Chrome 122.0.0.0,,,10-05-2024 17:42:02,10-05-2024 17:43:03,"1m - 0,399s",PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Windows - Chrome 122.0.0.0,,,10-05-2024 17:43:03,10-05-2024 17:43:04,"1,612s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Make Appointment""))",Windows - Chrome 122.0.0.0,,,10-05-2024 17:43:04,10-05-2024 17:43:06,"1,906s",PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username""), ""mmo"")",Windows - Chrome 122.0.0.0,,,10-05-2024 17:43:06,10-05-2024 17:43:09,"2,530s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Windows - Chrome 122.0.0.0,,,10-05-2024 17:43:09,10-05-2024 17:43:10,"1,517s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login""))",Windows - Chrome 122.0.0.0,,,10-05-2024 17:43:10,10-05-2024 17:43:13,"2,821s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Login failed Please ensure the username a_eb55b5""))",Windows - Chrome 122.0.0.0,,,10-05-2024 17:43:13,10-05-2024 17:43:15,"1,519s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Login failed Please ensure the username a_eb55b5""))",Windows - Chrome 122.0.0.0,,,10-05-2024 17:43:15,10-05-2024 17:43:16,"1,124s",PASSED
closeBrowser(),Windows - Chrome 122.0.0.0,,,10-05-2024 17:43:16,10-05-2024 17:43:17,"1,204s",PASSED
