Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Windows - Chrome 122.0.0.0,,,24-04-2024 13:19:27,24-04-2024 13:19:28,"1,146s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Make Appointment""))",Windows - Chrome 122.0.0.0,,,24-04-2024 13:19:28,24-04-2024 13:19:30,"1,673s",PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Windows - Chrome 122.0.0.0,,,24-04-2024 13:19:30,24-04-2024 13:19:33,"3,122s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""), ""b/98lgFmTtuLvynNFOQHnA=="")",Windows - Chrome 122.0.0.0,,,24-04-2024 13:19:33,24-04-2024 13:19:36,"2,811s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login""))",Windows - Chrome 122.0.0.0,,,24-04-2024 13:19:36,24-04-2024 13:19:38,"2,487s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/div_Login                Please login to ma_d0c010""))",Windows - Chrome 122.0.0.0,,,24-04-2024 13:19:38,24-04-2024 13:19:41,"2,139s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Login failed Please ensure the username a_eb55b5""))",Windows - Chrome 122.0.0.0,,,24-04-2024 13:19:41,24-04-2024 13:19:42,"1,425s",PASSED
closeBrowser(),Windows - Chrome 122.0.0.0,,,24-04-2024 13:19:42,24-04-2024 13:19:43,"1,119s",PASSED
,,,,,,,
Test Cases/Web_tests/LoginFail_User,Windows - Chrome 122.0.0.0,,,24-04-2024 13:19:43,24-04-2024 13:20:20,"36,683s",PASSED
"openBrowser("""")",Windows - Chrome 122.0.0.0,,,24-04-2024 13:19:43,24-04-2024 13:20:03,"20,035s",PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Windows - Chrome 122.0.0.0,,,24-04-2024 13:20:03,24-04-2024 13:20:05,"1,823s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Make Appointment""))",Windows - Chrome 122.0.0.0,,,24-04-2024 13:20:05,24-04-2024 13:20:07,"2,373s",PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username""), ""mmo"")",Windows - Chrome 122.0.0.0,,,24-04-2024 13:20:07,24-04-2024 13:20:11,"3,623s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Windows - Chrome 122.0.0.0,,,24-04-2024 13:20:11,24-04-2024 13:20:14,"2,506s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login""))",Windows - Chrome 122.0.0.0,,,24-04-2024 13:20:14,24-04-2024 13:20:15,"1,845s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Login failed Please ensure the username a_eb55b5""))",Windows - Chrome 122.0.0.0,,,24-04-2024 13:20:15,24-04-2024 13:20:17,"1,326s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Login failed Please ensure the username a_eb55b5""))",Windows - Chrome 122.0.0.0,,,24-04-2024 13:20:17,24-04-2024 13:20:18,"1,597s",PASSED
closeBrowser(),Windows - Chrome 122.0.0.0,,,24-04-2024 13:20:18,24-04-2024 13:20:20,"1,481s",PASSED
